This is the collection of Ford vehicles on mercadolibre website
Vehicle	Year	Type	Engine	Transmission	Fuel Type	Door	Link
Ford Lobo 5.0l Doble Cabina Xlt V8 4x2 At - $ 585,000.00	2017	Pick-Up	5.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635056214-ford-lobo-50l-doble-cabina-xlt-v8-4x2-at-_JM
Ford Fiesta 2017 - $ 224,900.00	2017	Hatchback		Automática	Diesel	3	https://auto.mercadolibre.com.mx/MLM-634516655-ford-fiesta-2017-_JM
Ford Lobo Raptor Svt 2017 - $ 1,090,000.00	2017	Pick-Up	3.5  450 HP	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-622423900-ford-lobo-raptor-svt-2017-_JM
Ford Mustang 5.2l Shelby Gt350 Mt - $ 885,000.00	2017	Coupé	5.2	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636891192-ford-mustang-52l-shelby-gt350-mt-_JM
Ford Figo 1.5 Energy Sedan Mt 2017 - $ 174,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632392934-ford-figo-15-energy-sedan-mt-2017-_JM
Ford Fusion 2.0 Titanium At 2017 - $ 375,000.00	2017	Sedán	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636891223-ford-fusion-20-titanium-at-2017-_JM
Ford F-150 3.5 Cabina Regular V6 4x2 At - $ 509,900.00	2017	Pick-Up	3.5	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634335721-ford-f-150-35-cabina-regular-v6-4x2-at-_JM
Ford Ecosport 2.0 Trend Mt - $ 265,000.00	2017	SUV	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637502385-ford-ecosport-20-trend-mt-_JM
Ford Ranger 2.5 Xlt Cabina Doble 4x2 Mt - $ 367,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634605280-ford-ranger-25-xlt-cabina-doble-4x2-mt-_JM
Ford Figo 1.5 Energy Sedan At - $ 195,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-625747167-ford-figo-15-energy-sedan-at-_JM
Ford Ecosport 2.0 Trend At Impecable! Somos Agencia - $ 243,550.00	2017	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635784393-ford-ecosport-20-trend-at-impecable-somos-agencia-_JM
Fiesta St  2017 - $ 419,600.00	2017	Hatchback	1.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-628955540-fiesta-st-2017-_JM
Ford Lobo 5.0l Cabina Regular Xlt V8 4x2 At - $ 475,000.00	2017	Pick-Up	5.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636290659-ford-lobo-50l-cabina-regular-xlt-v8-4x2-at-_JM
Ford Lobo 5.0l Cabina Regular Xlt V8 4x4 At 2017 - $ 495,000.00	2017	Pick-Up	5.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633825354-ford-lobo-50l-cabina-regular-xlt-v8-4x4-at-2017-_JM
Ford Mustang 2.3 Coupe Mt 2017 - $ 465,000.00	2017	Coupé	2.3	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-631843956-ford-mustang-23-coupe-mt-2017-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt 2017 - $ 113,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630626664-ford-figo-15-impulse-aa-sedan-mt-2017-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt - $ 157,800.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636556058-ford-figo-15-impulse-aa-sedan-mt-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt 2017 - $ 159,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636823007-ford-figo-15-impulse-aa-sedan-mt-2017-_JM
Ford Fusion 2.5 Se Advance At 2017 - $ 330,000.00	2017	Sedán	2.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-629309634-ford-fusion-25-se-advance-at-2017-_JM
Ford Figo 2017 4p Titanium L4/1.5 Man - $ 190,000.00	2017	Sedán		Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630345271-ford-figo-2017-4p-titanium-l415-man-_JM
Ford Fiesta 1.6 Se Sedan Mt - $ 160,000.00	2017	Sedán	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636875025-ford-fiesta-16-se-sedan-mt-_JM
Ford F-150 Xl Doble Cabina 4x4 V8 2017 Seminuevos - $ 540,000.00	2017	Pickup	5.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633132852-ford-f-150-xl-doble-cabina-4x4-v8-2017-seminuevos-_JM
Ford Escape 2.0 Titanium Ecoboost At 2017 - $ 390,000.00	2017	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-631369776-ford-escape-20-titanium-ecoboost-at-2017-_JM
Mustang Premium Aut (1446) 2017 - $ 475,000.00	2017	Coupé	2.3	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-630850168-mustang-premium-aut-1446-2017-_JM
Ford Fusion 4p Se Luxury Plus,ecoboost,2.0t,piel,qc,gps,r18 - $ 359,750.00	2017	Sedán	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632510734-ford-fusion-4p-se-luxury-plusecoboost20tpielqcgpsr18-_JM
Ford Fiesta 2017 Mt #1851 - $ 189,999.00	2017	Sedán	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634178299-ford-fiesta-2017-mt-1851-_JM
Ford Lobo 5.0l Doble Cabina Xlt V8 4x4 At - $ 597,000.00	2017	Pick-Up	5.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-624111541-ford-lobo-50l-doble-cabina-xlt-v8-4x4-at-_JM
Ford Ranger 2.5 Xlt Cabina Doble 4x2 Mt 2017 - $ 338,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637607016-ford-ranger-25-xlt-cabina-doble-4x2-mt-2017-_JM
Ford Figo 1.5 Titanium Sedan At 4 Cilindros - $ 189,800.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637002565-ford-figo-15-titanium-sedan-at-4-cilindros-_JM
Ford Ranger 2.5 Xl Cabina Doble Mt 2017 - $ 328,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-631958938-ford-ranger-25-xl-cabina-doble-mt-2017-_JM
Ford Ranger 2017 3.2l Xlt Diésel Cabina Doble 4x4 At - $ 490,000.00	2017	Pick-Up	3.2	Automática	Diesel	4	https://auto.mercadolibre.com.mx/MLM-633708061-ford-ranger-2017-32l-xlt-diesel-cabina-doble-4x4-at-_JM
Ford Lobo 5.0l Doble Cabina Xlt V8 4x2 At 2017 - $ 585,000.00	2017	Pick-Up	5.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635055542-ford-lobo-50l-doble-cabina-xlt-v8-4x2-at-2017-_JM
Ford Ranger 3.2 Xlt Diésel Cabina Doble 4x4 At - $ 305,000.00	2017	Pick-Up	3.2	Automática	Diesel	4	https://auto.mercadolibre.com.mx/MLM-637623967-ford-ranger-32-xlt-diesel-cabina-doble-4x4-at-_JM
Ford Ranger 2.5 Xlt Cabina Doble 4x2 Mt 2017 - $ 347,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-628015277-ford-ranger-25-xlt-cabina-doble-4x2-mt-2017-_JM
Ford Ranger 2.5 Xlt Cabina Doble 4x2 Mt 2017 - $ 369,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633151413-ford-ranger-25-xlt-cabina-doble-4x2-mt-2017-_JM
Ford Figo 4p Energy,a/ac.,tm5,ve Del.,mp3,ra14  - $ 153,750.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632510998-ford-figo-4p-energyaactm5ve-delmp3ra14-_JM
Ford Fusion 2.0 Titanium At 2017 - $ 365,000.00	2017	Sedán	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633111087-ford-fusion-20-titanium-at-2017-_JM
Ford Figo 1.5 Impulse Sedan Mt 2017 - $ 165,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635820958-ford-figo-15-impulse-sedan-mt-2017-_JM
Ford Figo 1.5 Energy Sedan At Credito - $ 189,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-622663152-ford-figo-15-energy-sedan-at-credito-_JM
Ford Escape 2017 - $ 335,000.00	2017	SUV	2.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635986579-ford-escape-2017-_JM
Ford Expedition 3.5 Limited 4x2 At - $ 689,000.00	2017	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-629448445-ford-expedition-35-limited-4x2-at-_JM
Ford Fiesta 2017 - $ 184,900.00	2017	Sedán	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637233481-ford-fiesta-2017-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt 2017 Llamar Para Citas - $ 140,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-629748403-ford-figo-15-impulse-aa-sedan-mt-2017-llamar-para-citas-_JM
Ford F-350 F-350 Ktp Xl 6.2l Gas Mt 2017 Seminuevos - $ 470,000.00	2017	Pickup		Estándar	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633131382-ford-f-350-f-350-ktp-xl-62l-gas-mt-2017-seminuevos-_JM
Ford Figo 1.5 Titanium Sedan At, B/a Abs A/a, Mp3 Credito - $ 185,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635265985-ford-figo-15-titanium-sedan-at-ba-abs-aa-mp3-credito-_JM
Ford Ecosport - $ 280,000.00	2017				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-631086284-ford-ecosport-_JM
Ford Ranger Xlt  Crew Cab 4-ptas 2017 Seminuevos - $ 375,000.00	2017	Pickup	2.5	Estándar	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633741949-ford-ranger-xlt-crew-cab-4-ptas-2017-seminuevos-_JM
Ford Figo 1.5 Titanium Sedan At, Auto Muy Amplio Y Equipado - $ 189,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632756625-ford-figo-15-titanium-sedan-at-auto-muy-amplio-y-equipado-_JM
Ford Ranger Dc Xl Tdi 2017 Para Reparar.. No Partes... - $ 175,000.00	2017	Pick-Up	2.2	Automática	Diesel	4	https://auto.mercadolibre.com.mx/MLM-632496999-ford-ranger-dc-xl-tdi-2017-para-reparar-no-partes-_JM
Ford Ranger Xlt Tdi 4x4 2017¿ Chocado Para Reparar... - $ 198,000.00	2017	Pick-Up	3.2	Automática	Diesel	4	https://auto.mercadolibre.com.mx/MLM-637623979-ford-ranger-xlt-tdi-4x4-2017-chocado-para-reparar-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt - $ 153,500.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634707595-ford-figo-15-impulse-aa-sedan-mt-_JM
Ford Transit 2011 Factura Original Unico Dueño Pagos Al 2017 - $ 166,500.00	2011				Diesel	4	https://auto.mercadolibre.com.mx/MLM-631440401-ford-transit-2011-factura-original-unico-dueno-pagos-al-2017-_JM
Ford Focus 2.0 Se Mt - $ 309,000.00	2017	Sedán	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-614126665-ford-focus-20-se-mt-_JM
Ford Figo 1.5 Impulse Aa Sedan At - $ 159,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637510065-ford-figo-15-impulse-aa-sedan-at-_JM
Ford Figo 1.5 Impulse Aa Sedan At - $ 159,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637507348-ford-figo-15-impulse-aa-sedan-at-_JM
Ford  Rs Mt Oportunidad 36 Meses Sin Intereres - $ 675,100.00	2017	Hatchback	2.3	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635784319-ford-rs-mt-oportunidad-36-meses-sin-intereres-_JM
Ford Focus 2.3 Rs Mt Oportunidad 36 Meses Sin Intereres - $ 675,100.00	2017	Hatchback	2.3	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635784328-ford-focus-23-rs-mt-oportunidad-36-meses-sin-intereres-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt - $ 162,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632085490-ford-figo-15-impulse-aa-sedan-mt-_JM
Ford Lobo Raptor Svt Crew Cab Raptor Lobo - $ 1,150,000.00	2017				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636949356-ford-lobo-raptor-svt-crew-cab-raptor-lobo-_JM
Ford Focus 2.3 Rs Mt Somos Agencia 36 Meses Sin Intereses - $ 675,100.00	2017	Hatchback	2.3	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635784369-ford-focus-23-rs-mt-somos-agencia-36-meses-sin-intereses-_JM
Ford Focus 2.3 Rs 350 Hp  2017 36 Meses Sin Intereses - $ 675,100.00	2017	Hatchback	2.3	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635785570-ford-focus-23-rs-350-hp-2017-36-meses-sin-intereses-_JM
Ford Figo 1.5 Energy Hatchback Mt 2017 - $ 165,000.00	2017	Hatchback	1.5	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635052039-ford-figo-15-energy-hatchback-mt-2017-_JM
Ford Figo 1.5 Energy Sedan Estandar - $ 169,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632491552-ford-figo-15-energy-sedan-estandar-_JM
Ford Figo 1.5 Impulse Aa Hatchback Mt - $ 138,000.00	2017	Hatchback	1.5	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635550992-ford-figo-15-impulse-aa-hatchback-mt-_JM
Ford Fusion 4p Se Advance,2.5l,ta,piel,qc,gps,ra17 - $ 319,750.00	2017	Sedán	2.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632510331-ford-fusion-4p-se-advance25ltapielqcgpsra17-_JM
Ford Mustang Ecoboost 2017 - $ 485,000.00	2017	Coupé	3.8	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633711524-ford-mustang-ecoboost-2017-_JM
Ford Focus 2.0 Se Mt - $ 309,000.00	2017	Sedán	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-614124330-ford-focus-20-se-mt-_JM
Ford Focus 2017 Rs - $ 619,000.00	2017	Hatchback		Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635158465-ford-focus-2017-rs-_JM
Ford Transit 2.2 Van Larga Techo Alto Custom Mt 2017 - $ 439,000.00	2017	Furgoneta	2.2	Manual	Diesel	2	https://auto.mercadolibre.com.mx/MLM-634257939-ford-transit-22-van-larga-techo-alto-custom-mt-2017-_JM
Ford Ranger 2.5 Xlt Cabina Doble 4x2 Mt 2017 - $ 370,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-621212641-ford-ranger-25-xlt-cabina-doble-4x2-mt-2017-_JM
Ford Fiesta 1.6 Se Sedan Mt 2017 - $ 205,000.00	2017	Sedán	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635981723-ford-fiesta-16-se-sedan-mt-2017-_JM
Ford Figo 2017 - $ 179,000.00	2017	Sedán		Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632334585-ford-figo-2017-_JM
Ford F-150 3.5 Doble Cabina V6 4x2 At - $ 530,000.00	2017	Pick-Up	3.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-616982454-ford-f-150-35-doble-cabina-v6-4x2-at-_JM
Ford Mustang 5.0l Gt V8 Mt 2017 - $ 530,000.00	2017	Coupé	5.0	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634826989-ford-mustang-50l-gt-v8-mt-2017-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt 2017 - $ 143,500.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636336762-ford-figo-15-impulse-aa-sedan-mt-2017-_JM
Ford Focus 2.0 Se Mt - $ 297,600.00	2017	Sedán	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630842148-ford-focus-20-se-mt-_JM
Ford Edge Sel Plus 2017 Seminuevos - $ 480,000.00	2017	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632743276-ford-edge-sel-plus-2017-seminuevos-_JM
Ford Figo 2017 - $ 168,000.00	2017	Hatchback		Automática	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-637057964-ford-figo-2017-_JM
Ford Lobo 2017 - $ 760,000.00	2017	Pick-Up	3.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636852255-ford-lobo-2017-_JM
Ford Fusion 2.7 Sport At - $ 599,000.00	2017	Sedán	2.7	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-608418263-ford-fusion-27-sport-at-_JM
Ford F-250 F250 Superduty Pickup Xlt 4x4 2017 Seminuevos - $ 790,000.00	2017	Pickup		Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633134659-ford-f-250-f250-superduty-pickup-xlt-4x4-2017-seminuevos-_JM
Ford Fusion 2.5 Se Advance At Carflex Mid - $ 339,000.00	2017	Sedán	2.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-622779587-ford-fusion-25-se-advance-at-carflex-mid-_JM
Ford Ranger 2.2 Xlt Diesel Mt 2017 - $ 339,000.00	2017	Pick-Up	2.2	Manual	Diesel	2	https://auto.mercadolibre.com.mx/MLM-624414251-ford-ranger-22-xlt-diesel-mt-2017-_JM
Ford Lobo Lobo Platinum 4x4 Doble Cabina 2017 Seminuevos - $ 760,000.00	2017	Pickup	3.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636853124-ford-lobo-lobo-platinum-4x4-doble-cabina-2017-seminuevos-_JM
Ford F-350 6.3l Xl 6.2 Plus Mt 2017 - $ 484,000.00	2017	Furgoneta	6.3	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-631694358-ford-f-350-63l-xl-62-plus-mt-2017-_JM
Ford Ranger 3.2 Xlt Diésel Cabina Doble 4x4 At 2017 - $ 375,000.00	2017	Pick-Up	3.2	Automática	Diesel	4	https://auto.mercadolibre.com.mx/MLM-636609883-ford-ranger-32-xlt-diesel-cabina-doble-4x4-at-2017-_JM
Ford Escape 2.0 Titanium Ecoboost At 2017 - $ 405,000.00	2017	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634062692-ford-escape-20-titanium-ecoboost-at-2017-_JM
Ford Figo 1.5 Energy Hatchback Mt 2017 - $ 123,800.00	2017	Hatchback	1.5	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634739341-ford-figo-15-energy-hatchback-mt-2017-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt Muy Economico - $ 152,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632754495-ford-figo-15-impulse-aa-sedan-mt-muy-economico-_JM
Ford Figo 1.5 Impulse Aa Sedan At 2017 - $ 138,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632307736-ford-figo-15-impulse-aa-sedan-at-2017-_JM
Ford Ranger 2.5 Xlt Cabina Doble 4x2 Mt 2017 - $ 432,500.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637597444-ford-ranger-25-xlt-cabina-doble-4x2-mt-2017-_JM
Ford Ranger 2.5 Xlt Cabina Doble 4x2 Mt 2017 - $ 370,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634683526-ford-ranger-25-xlt-cabina-doble-4x2-mt-2017-_JM
Ford F-100 Pick Up - $ 75,000.00	2017	Pick-Up	302	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637516947-ford-f-100-pick-up-_JM
Ford Fiesta 1.6 Se Sedan Mt 2017 - $ 182,000.00	2017	Sedán	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630775198-ford-fiesta-16-se-sedan-mt-2017-_JM
Ford Fusion 2.0 Se Lux Híbrido Cvt - $ 380,000.00	2017	Sedán	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630036875-ford-fusion-20-se-lux-hibrido-cvt-_JM
Ford Figo 1.5 Energy Sedan Mt 2017 - $ 124,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634774773-ford-figo-15-energy-sedan-mt-2017-_JM
Ford Lobo 3.5 Doble Cabina Plinum Limited At 2017 - $ 750,000.00	2017	Pick-Up	3.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635629200-ford-lobo-35-doble-cabina-plinum-limited-at-2017-_JM
Ford Figo 1.5 Impulse Sedan Mt 2017 - $ 145,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634859752-ford-figo-15-impulse-sedan-mt-2017-_JM
Ford Mustang 5.0l Gt V8 At 2017 - $ 610,000.00	2017	Coupé	5.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634055888-ford-mustang-50l-gt-v8-at-2017-_JM
Ford Mustang 5.0l Gt V8 At 2017 - $ 520,000.00	2017	Coupé	5.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634963504-ford-mustang-50l-gt-v8-at-2017-_JM
Ford F-450 - $ 490,000.00	2017			Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633544628-ford-f-450-_JM
Ford Figo Plata 2017 - $ 170,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634903435-ford-figo-plata-2017-_JM
Ford Explorer Limited  Nueva - $ 668,100.00	2017	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633612030-ford-explorer-limited-nueva-_JM
Ford Figo 1.5 Impulse Aa Sedan At - $ 140,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634142019-ford-figo-15-impulse-aa-sedan-at-_JM
Ford Figo 1.5 Impulse Aa Sedan At 2017 - $ 155,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637224491-ford-figo-15-impulse-aa-sedan-at-2017-_JM
Ford Figo 1.5 Energy Sedan At 2017 - $ 168,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634412571-ford-figo-15-energy-sedan-at-2017-_JM
Ford Figo 1.5 Impulse Aa Sedan At 2017 - $ 125,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635210039-ford-figo-15-impulse-aa-sedan-at-2017-_JM
Ford Ranger 2.5 Xlt Cabina Doble 4x2 Mt 2017 - $ 329,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633709614-ford-ranger-25-xlt-cabina-doble-4x2-mt-2017-_JM
Ford Lobo Lariat Sport 4x4 V6 - $ 675,000.00	2017	Pick-Up	3.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633593396-ford-lobo-lariat-sport-4x4-v6-_JM
Ford Pick-up Ranger Diésel 4x4 - $ 473,500.00	2017				Diesel	4	https://auto.mercadolibre.com.mx/MLM-636007332-ford-pick-up-ranger-diesel-4x4-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt 2017 - $ 145,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633562975-ford-figo-15-impulse-aa-sedan-mt-2017-_JM
Ford Figo 1.5 Impulse Aa Sedan Mt - $ 160,000.00	2017	Sedán	1.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637579576-ford-figo-15-impulse-aa-sedan-mt-_JM
Ford Fiesta 1.6 Se Sedan Mt 2017 - $ 175,000.00	2017	Sedán	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630593680-ford-fiesta-16-se-sedan-mt-2017-_JM
Ford Mustang 3.8 Coupe 3.7 V6 At Transmisión Auto,6 Vel. - $ 420,000.00	2017	Coupé	3.8	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636486083-ford-mustang-38-coupe-37-v6-at-transmision-auto6-vel-_JM
Ford Edge 3.5 Sel Plus At 2017 - $ 495,000.00	2017	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636789079-ford-edge-35-sel-plus-at-2017-_JM
Ford Lobo 3.5 Doble Cabina Lari 4x4 At 2017 - $ 700,000.00	2017	Pick-Up	3.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634673210-ford-lobo-35-doble-cabina-lari-4x4-at-2017-_JM
Ford Fiesta 1.6 S Sedan Mt - $ 175,000.00	2017	Sedán	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635052637-ford-fiesta-16-s-sedan-mt-_JM
Ford Ranger 2.5 Xl Cabina Doble Mt - $ 350,000.00	2017	Pick-Up	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636493711-ford-ranger-25-xl-cabina-doble-mt-_JM
Ford Figo 1.5 Impulse Aa Hchback At 2017 - $ 162,000.00	2017	Hatchback	1.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634644245-ford-figo-15-impulse-aa-hchback-at-2017-_JM
Ford Figo 1.5 Titanium Sedan At 2017 - $ 165,000.00	2017	Sedán	1.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637517268-ford-figo-15-titanium-sedan-at-2017-_JM
Mustang 5.0 Gt V8 2017 Tm - $ 510,000.00	2017	Coupé	5.0	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637577800-mustang-50-gt-v8-2017-tm-_JM
Ford Mustang 5.0l Gt V8 At 2017 - $ 495,000.00	2017	Coupé	5.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636465006-ford-mustang-50l-gt-v8-at-2017-_JM
Ford Escape 2.0 Titanium Ecoboost At 2017 - $ 398,000.00	2017	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634917711-ford-escape-20-titanium-ecoboost-at-2017-_JM
Ford Lobo 3.5 Doble Cabina Plinum Limited At - $ 860,000.00	2017	Pick-Up	3.5	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637518290-ford-lobo-35-doble-cabina-plinum-limited-at-_JM
